timestamp,close,high,low,open,volume,date
1658928600,268.739990234375,270.04998779296875,258.8500061035156,261.1600036621094,45994000,2022-07-27
1659015000,276.4100036621094,277.8399963378906,267.8699951171875,269.75,33459300,2022-07-28
1659101400,280.739990234375,282.0,276.6300048828125,277.70001220703125,32152800,2022-07-29
1659360600,278.010009765625,281.2799987792969,275.8399963378906,277.82000732421875,21539600,2022-08-01
1659447000,274.82000732421875,277.8900146484375,272.3800048828125,276.0,22754200,2022-08-02
1659533400,282.4700012207031,283.5,276.6099853515625,276.760009765625,23518900,2022-08-03
1659619800,283.6499938964844,283.79998779296875,280.1700134277344,281.79998779296875,18098700,2022-08-04
1659706200,282.9100036621094,283.6499938964844,278.67999267578125,279.1499938964844,16774600,2022-08-05
1659965400,280.32000732421875,285.9200134277344,279.32000732421875,284.04998779296875,18739200,2022-08-08
1660051800,282.29998779296875,283.0799865722656,277.6099853515625,279.6400146484375,23405200,2022-08-09
1660138200,289.1600036621094,289.80999755859375,286.94000244140625,288.1700134277344,24687800,2022-08-10
1660224600,287.0199890136719,291.2099914550781,286.510009765625,290.8500061035156,20065900,2022-08-11
1660311000,291.9100036621094,291.9100036621094,286.94000244140625,288.4800109863281,22619700,2022-08-12
1660570200,293.4700012207031,294.17999267578125,290.1099853515625,291.0,18085700,2022-08-15
1660656600,292.7099914550781,294.0400085449219,290.4200134277344,291.989990234375,18102900,2022-08-16
1660743000,291.32000732421875,293.3500061035156,289.4700012207031,289.739990234375,18253400,2022-08-17
1660829400,290.1700134277344,291.9100036621094,289.0799865722656,290.19000244140625,17186200,2022-08-18
1660915800,286.1499938964844,289.25,285.55999755859375,288.8999938964844,20570000,2022-08-19
1661175000,277.75,282.4599914550781,277.2200012207031,282.0799865722656,25061100,2022-08-22
1661261400,276.44000244140625,278.8599853515625,275.3999938964844,276.44000244140625,17527400,2022-08-23
1661347800,275.7900085449219,277.2300109863281,275.1099853515625,275.4100036621094,18137000,2022-08-24
1661434200,278.8500061035156,279.0199890136719,274.5199890136719,277.3299865722656,16583400,2022-08-25
1661520600,268.0899963378906,280.3399963378906,267.9800109863281,279.0799865722656,27549300,2022-08-26
1661779800,265.2300109863281,267.3999938964844,263.8500061035156,265.8500061035156,20338500,2022-08-29
1661866200,262.9700012207031,267.04998779296875,260.6600036621094,266.6700134277344,22767100,2022-08-30
1661952600,261.4700012207031,267.1099853515625,261.3299865722656,265.3900146484375,24791800,2022-08-31
1662039000,260.3999938964844,260.8900146484375,255.41000366210938,258.8699951171875,23263400,2022-09-01
1662125400,256.05999755859375,264.739990234375,254.47000122070312,261.70001220703125,22855400,2022-09-02
1662471000,253.25,257.8299865722656,251.94000244140625,256.20001220703125,21328200,2022-09-06
1662557400,258.0899963378906,258.8299865722656,253.22000122070312,254.6999969482422,24126700,2022-09-07
1662643800,258.5199890136719,260.42999267578125,254.7899932861328,257.510009765625,20319900,2022-09-08
1662730200,264.4599914550781,265.2300109863281,260.2900085449219,260.5,22084700,2022-09-09
1662989400,266.6499938964844,267.45001220703125,265.1600036621094,265.7799987792969,18747700,2022-09-12
1663075800,251.99000549316406,260.3999938964844,251.58999633789062,258.8399963378906,33353300,2022-09-13
1663162200,252.22000122070312,254.22999572753906,249.86000061035156,253.52999877929688,23913000,2022-09-14
1663248600,245.3800048828125,251.39999389648438,244.02000427246094,249.77000427246094,31530900,2022-09-15
1663335000,244.74000549316406,245.3000030517578,242.05999755859375,244.25999450683594,39791800,2022-09-16
1663594200,244.52000427246094,245.13999938964844,240.85000610351562,242.47000122070312,26826900,2022-09-19
1663680600,242.4499969482422,243.50999450683594,239.63999938964844,242.07000732421875,26660300,2022-09-20
1663767000,238.9499969482422,247.66000366210938,238.89999389648438,244.27000427246094,28625600,2022-09-21
1663853400,240.97999572753906,243.86000061035156,237.57000732421875,237.8699951171875,31061200,2022-09-22
1663939800,237.9199981689453,241.1300048828125,235.1999969482422,239.5399932861328,34176000,2022-09-23
1664199000,237.4499969482422,241.4499969482422,236.89999389648438,237.0500030517578,27694200,2022-09-26
1664285400,236.41000366210938,241.8000030517578,234.5,239.97999572753906,27018700,2022-09-27
1664371800,241.07000732421875,242.3300018310547,234.72999572753906,236.80999755859375,29029700,2022-09-28
1664458200,237.5,239.9499969482422,234.41000366210938,238.88999938964844,27484200,2022-09-29
1664544600,232.89999389648438,240.5399932861328,232.72999572753906,238.2899932861328,35694800,2022-09-30
1664803800,240.74000549316406,241.61000061035156,234.66000366210938,235.41000366210938,28880400,2022-10-03
1664890200,248.8800048828125,250.36000061035156,244.97999572753906,245.08999633789062,34888400,2022-10-04
1664976600,249.1999969482422,250.5800018310547,244.10000610351562,245.99000549316406,20347100,2022-10-05
1665063000,246.7899932861328,250.33999633789062,246.0800018310547,247.92999267578125,20239900,2022-10-06
1665149400,234.24000549316406,241.32000732421875,233.1699981689453,240.89999389648438,37769600,2022-10-07
1665408600,229.25,234.55999755859375,226.72999572753906,233.0500030517578,29743600,2022-10-10
1665495000,225.41000366210938,229.05999755859375,224.11000061035156,227.6199951171875,30474000,2022-10-11
1665581400,225.75,227.86000061035156,223.9600067138672,225.39999389648438,21903900,2022-10-12
1665667800,234.24000549316406,236.10000610351562,219.1300048828125,219.85000610351562,42551800,2022-10-13
1665754200,228.55999755859375,237.24000549316406,228.33999633789062,235.5399932861328,30198600,2022-10-14
1666013400,237.52999877929688,238.9600067138672,235.13999938964844,235.82000732421875,28142300,2022-10-17
1666099800,238.5,243.92999267578125,235.3699951171875,243.24000549316406,26329600,2022-10-18
1666186200,236.47999572753906,239.61000061035156,234.2899932861328,237.0399932861328,19985700,2022-10-19
1666272600,236.14999389648438,241.30999755859375,234.8699951171875,235.77000427246094,21811000,2022-10-20
1666359000,242.1199951171875,243.0,234.5,234.74000549316406,26299700,2022-10-21
1666618200,247.25,247.83999633789062,241.3000030517578,243.75999450683594,24911200,2022-10-24
1666704600,250.66000366210938,251.0399932861328,245.8300018310547,247.25999450683594,34775500,2022-10-25
1666791000,231.32000732421875,238.3000030517578,230.05999755859375,231.1699981689453,82543200,2022-10-26
1666877400,226.75,233.69000244140625,225.77999877929688,231.0399932861328,40424600,2022-10-27
1666963800,235.8699951171875,236.60000610351562,226.0500030517578,226.24000549316406,40647700,2022-10-28
1667223000,232.1300048828125,234.9199981689453,231.14999389648438,233.75999450683594,28357300,2022-10-31
1667309400,228.1699981689453,235.74000549316406,227.3300018310547,234.60000610351562,30592300,2022-11-01
1667395800,220.10000610351562,231.3000030517578,220.0399932861328,229.4600067138672,38407000,2022-11-02
1667482200,214.25,220.41000366210938,213.97999572753906,220.08999633789062,36633900,2022-11-03
1667568600,221.38999938964844,221.58999633789062,213.42999267578125,217.5500030517578,36789100,2022-11-04
1667831400,227.8699951171875,228.41000366210938,221.27999877929688,221.99000549316406,33498000,2022-11-07
1667917800,228.8699951171875,231.64999389648438,225.83999633789062,228.6999969482422,28192500,2022-11-08
1668004200,224.50999450683594,228.6300048828125,224.3300018310547,227.3699951171875,27852900,2022-11-09
1668090600,242.97999572753906,243.3300018310547,235.0,235.42999267578125,46268000,2022-11-10
1668177000,247.11000061035156,247.99000549316406,241.92999267578125,242.99000549316406,34620200,2022-11-11
1668436200,241.5500030517578,243.91000366210938,239.2100067138672,241.99000549316406,31123300,2022-11-14
1668522600,241.97000122070312,247.0,240.02999877929688,245.66000366210938,31390100,2022-11-15
1668609000,241.72999572753906,243.8000030517578,240.4199981689453,242.7899932861328,24093300,2022-11-16
1668695400,241.67999267578125,243.25,237.6300048828125,237.77999877929688,23123500,2022-11-17
1668781800,241.22000122070312,243.74000549316406,239.02999877929688,243.50999450683594,27613500,2022-11-18
1669041000,242.0500030517578,244.6699981689453,241.19000244140625,241.42999267578125,26394700,2022-11-21
1669127400,245.02999877929688,245.30999755859375,240.7100067138672,243.58999633789062,19665700,2022-11-22
1669213800,247.5800018310547,248.27999877929688,244.27000427246094,245.11000061035156,19508500,2022-11-23
1669386600,247.49000549316406,248.6999969482422,246.72999572753906,247.30999755859375,9200800,2022-11-25
1669645800,241.75999450683594,246.64999389648438,240.8000030517578,246.0800018310547,24778200,2022-11-28
1669732200,240.3300018310547,242.7899932861328,238.2100067138672,241.39999389648438,17956300,2022-11-29
1669818600,255.13999938964844,255.3300018310547,239.86000061035156,240.57000732421875,47594200,2022-11-30
1669905000,254.69000244140625,256.1199951171875,250.9199981689453,253.8699951171875,26041500,2022-12-01
1669991400,255.02000427246094,256.05999755859375,249.69000244140625,249.82000732421875,21528500,2022-12-02
1670250600,250.1999969482422,253.82000732421875,248.05999755859375,252.00999450683594,23435300,2022-12-05
1670337000,245.1199951171875,251.86000061035156,243.77999877929688,250.82000732421875,22463700,2022-12-06
1670423400,244.3699951171875,246.16000366210938,242.2100067138672,244.8300018310547,20481500,2022-12-07
1670509800,247.39999389648438,248.74000549316406,243.05999755859375,244.83999633789062,22611800,2022-12-08
1670596200,245.4199981689453,248.30999755859375,244.16000366210938,244.6999969482422,20609700,2022-12-09
1670855400,252.50999450683594,252.5399932861328,247.1699981689453,247.4499969482422,30665100,2022-12-12
1670941800,256.9200134277344,263.9200134277344,253.07000732421875,261.69000244140625,42196900,2022-12-13
1671028200,257.2200012207031,262.5899963378906,254.30999755859375,257.1300048828125,35410900,2022-12-14
1671114600,249.00999450683594,254.1999969482422,247.33999633789062,253.72000122070312,35560400,2022-12-15
1671201000,244.69000244140625,249.83999633789062,243.50999450683594,248.5500030517578,86102000,2022-12-16
1671460200,240.4499969482422,245.2100067138672,238.7100067138672,244.86000061035156,29696400,2022-12-19
1671546600,241.8000030517578,242.91000366210938,238.4199981689453,239.39999389648438,25150800,2022-12-20
1671633000,244.42999267578125,245.6199951171875,240.11000061035156,241.69000244140625,23690600,2022-12-21
1671719400,238.19000244140625,241.99000549316406,233.8699951171875,241.25999450683594,28651700,2022-12-22
1671805800,238.72999572753906,238.8699951171875,233.94000244140625,236.11000061035156,21207000,2022-12-23
1672151400,236.9600067138672,238.92999267578125,235.8300018310547,238.6999969482422,16688600,2022-12-27
1672237800,234.52999877929688,239.72000122070312,234.1699981689453,236.88999938964844,17457100,2022-12-28
1672324200,241.00999450683594,241.9199981689453,235.64999389648438,235.64999389648438,19770700,2022-12-29
1672410600,239.82000732421875,239.9600067138672,236.66000366210938,238.2100067138672,21938500,2022-12-30
1672756200,239.5800018310547,245.75,237.39999389648438,243.0800018310547,25740000,2023-01-03
1672842600,229.10000610351562,232.8699951171875,225.9600067138672,232.27999877929688,50623400,2023-01-04
1672929000,222.30999755859375,227.5500030517578,221.75999450683594,227.1999969482422,39585600,2023-01-05
1673015400,224.92999267578125,225.75999450683594,219.35000610351562,223.0,43613600,2023-01-06
1673274600,227.1199951171875,231.24000549316406,226.41000366210938,226.4499969482422,27369800,2023-01-09
1673361000,228.85000610351562,231.30999755859375,227.3300018310547,227.75999450683594,27033900,2023-01-10
1673447400,235.77000427246094,235.9499969482422,231.11000061035156,231.2899932861328,28669300,2023-01-11
1673533800,238.50999450683594,239.89999389648438,233.55999755859375,235.25999450683594,27269500,2023-01-12
1673620200,239.22999572753906,239.3699951171875,234.9199981689453,237.0,21333300,2023-01-13
1673965800,240.35000610351562,240.91000366210938,237.08999633789062,237.97000122070312,29831300,2023-01-17
1674052200,235.80999755859375,242.3800048828125,235.52000427246094,241.57000732421875,30028700,2023-01-18
1674138600,231.92999267578125,235.52000427246094,230.67999267578125,233.77999877929688,28623000,2023-01-19
1674225000,240.22000122070312,240.74000549316406,234.50999450683594,234.86000061035156,35389800,2023-01-20
1674484200,242.5800018310547,245.1699981689453,239.64999389648438,241.10000610351562,31934000,2023-01-23
1674570600,242.0399932861328,243.9499969482422,240.44000244140625,242.5,40234400,2023-01-24
1674657000,240.61000061035156,243.3000030517578,230.89999389648438,234.47999572753906,66526600,2023-01-25
1674743400,248.0,248.30999755859375,242.0,243.64999389648438,33454500,2023-01-26
1674829800,248.16000366210938,249.8300018310547,246.8300018310547,248.99000549316406,26498900,2023-01-27
1675089000,242.7100067138672,245.60000610351562,242.1999969482422,244.50999450683594,25867400,2023-01-30
1675175400,247.80999755859375,247.9499969482422,242.9499969482422,243.4499969482422,26541100,2023-01-31
1675261800,252.75,255.17999267578125,245.47000122070312,248.0,31259900,2023-02-01
1675348200,264.6000061035156,264.69000244140625,257.25,258.82000732421875,39940400,2023-02-02
1675434600,258.3500061035156,264.20001220703125,257.1000061035156,259.5400085449219,29077300,2023-02-03
1675693800,256.7699890136719,258.29998779296875,254.77999877929688,257.44000244140625,22518000,2023-02-06
1675780200,267.55999755859375,268.7699890136719,260.0799865722656,260.5299987792969,50841400,2023-02-07
1675866600,266.7300109863281,276.760009765625,266.2099914550781,273.20001220703125,54686000,2023-02-08
1675953000,263.6199951171875,273.9800109863281,262.79998779296875,273.79998779296875,42375100,2023-02-09
1676039400,263.1000061035156,264.0899963378906,260.6600036621094,261.5299987792969,25818500,2023-02-10
1676298600,271.32000732421875,274.6000061035156,267.1499938964844,267.6400146484375,44630900,2023-02-13
1676385000,272.1700134277344,274.9700012207031,269.2799987792969,272.6700134277344,37047900,2023-02-14
1676471400,269.32000732421875,270.7300109863281,266.17999267578125,268.32000732421875,28922400,2023-02-15
1676557800,262.1499938964844,266.739990234375,261.8999938964844,264.0199890136719,29603600,2023-02-16
1676644200,258.05999755859375,260.0899963378906,256.0,259.3900146484375,30000100,2023-02-17
1676989800,252.6699981689453,255.49000549316406,251.58999633789062,254.47999572753906,28397400,2023-02-21
1677076200,251.50999450683594,254.33999633789062,250.33999633789062,254.08999633789062,22491100,2023-02-22
1677162600,254.77000427246094,256.8399963378906,250.47999572753906,255.55999755859375,29219100,2023-02-23
1677249000,249.22000122070312,251.0,248.10000610351562,249.9600067138672,24990900,2023-02-24
1677508200,250.16000366210938,252.82000732421875,249.38999938964844,252.4600067138672,21190000,2023-02-27
1677594600,249.4199981689453,251.49000549316406,248.72999572753906,249.07000732421875,22491000,2023-02-28
1677681000,246.27000427246094,250.92999267578125,245.7899932861328,250.75999450683594,27565300,2023-03-01
1677767400,251.11000061035156,251.39999389648438,245.61000061035156,246.5500030517578,24808200,2023-03-02
1677853800,255.2899932861328,255.6199951171875,251.38999938964844,252.19000244140625,30760100,2023-03-03
1678113000,256.8699951171875,260.1199951171875,255.97999572753906,256.42999267578125,24109800,2023-03-06
1678199400,254.14999389648438,257.69000244140625,253.38999938964844,256.29998779296875,21473200,2023-03-07
1678285800,253.6999969482422,254.5399932861328,250.80999755859375,254.0399932861328,17340200,2023-03-08
1678372200,252.32000732421875,259.55999755859375,251.5800018310547,255.82000732421875,26653400,2023-03-09
1678458600,248.58999633789062,252.7899932861328,247.60000610351562,251.0800018310547,28333900,2023-03-10
1678714200,253.9199981689453,257.9100036621094,245.72999572753906,247.39999389648438,33339700,2023-03-13
1678800600,260.7900085449219,261.07000732421875,255.86000061035156,256.75,33620300,2023-03-14
1678887000,265.44000244140625,266.4800109863281,259.2099914550781,259.9800109863281,46028000,2023-03-15
1678973400,276.20001220703125,276.55999755859375,263.2799987792969,265.2099914550781,54768800,2023-03-16
1679059800,279.42999267578125,283.3299865722656,276.32000732421875,278.260009765625,69527400,2023-03-17
1679319000,272.2300109863281,277.4800109863281,269.8500061035156,276.9800109863281,43466600,2023-03-20
1679405400,273.7799987792969,275.0,269.5199890136719,274.8800048828125,34558700,2023-03-21
1679491800,272.2900085449219,281.0400085449219,272.17999267578125,273.3999938964844,34873300,2023-03-22
1679578200,277.6600036621094,281.05999755859375,275.20001220703125,277.94000244140625,36610900,2023-03-23
1679664600,280.57000732421875,280.6300048828125,275.2799987792969,277.239990234375,28172000,2023-03-24
1679923800,276.3800048828125,281.4599914550781,275.5199890136719,280.5,26840200,2023-03-27
1680010200,275.2300109863281,276.1400146484375,272.04998779296875,275.7900085449219,21878600,2023-03-28
1680096600,280.510009765625,281.1400146484375,278.4100036621094,278.9599914550781,25087000,2023-03-29
1680183000,284.04998779296875,284.4599914550781,281.4800109863281,284.2300109863281,25053400,2023-03-30
1680269400,288.29998779296875,289.2699890136719,283.0,283.7300109863281,32766000,2023-03-31
1680528600,287.2300109863281,288.2699890136719,283.95001220703125,286.5199890136719,24883300,2023-04-03
1680615000,287.17999267578125,290.45001220703125,285.6700134277344,287.2300109863281,25824300,2023-04-04
1680701400,284.3399963378906,287.1499938964844,282.9200134277344,285.8500061035156,22064800,2023-04-05
1680787800,291.6000061035156,292.0799865722656,282.0299987792969,283.2099914550781,29770300,2023-04-06
1681133400,289.3900146484375,289.6000061035156,284.7099914550781,289.2099914550781,23103000,2023-04-10
1681219800,282.8299865722656,285.9800109863281,281.6400146484375,285.75,27276600,2023-04-11
1681306200,283.489990234375,287.010009765625,281.9599914550781,284.7900085449219,27403400,2023-04-12
1681392600,289.8399963378906,289.8999938964844,283.1700134277344,283.5899963378906,24222700,2023-04-13
1681479000,286.1400146484375,288.4800109863281,283.69000244140625,287.0,20987900,2023-04-14
1681738200,288.79998779296875,291.6000061035156,286.1600036621094,289.92999267578125,23836200,2023-04-17
1681824600,288.3699951171875,291.760009765625,287.010009765625,291.57000732421875,20161800,2023-04-18
1681911000,288.45001220703125,289.04998779296875,284.5400085449219,285.989990234375,17150300,2023-04-19
1681997400,286.1099853515625,289.0299987792969,285.0799865722656,285.25,23244400,2023-04-20
1682083800,285.760009765625,286.2699890136719,283.05999755859375,285.010009765625,21676400,2023-04-21
1682343000,281.7699890136719,284.95001220703125,278.7200012207031,282.0899963378906,26611000,2023-04-24
1682429400,275.4200134277344,281.6000061035156,275.3699951171875,279.510009765625,45772200,2023-04-25
1682515800,295.3699951171875,299.57000732421875,292.7300109863281,296.70001220703125,64599200,2023-04-26
1682602200,304.8299865722656,305.20001220703125,295.25,295.9700012207031,46462600,2023-04-27
1682688600,307.260009765625,308.92999267578125,303.30999755859375,304.010009765625,36469600,2023-04-28
1682947800,305.55999755859375,308.6000061035156,305.1499938964844,306.9700012207031,21294100,2023-05-01
1683034200,305.4100036621094,309.17999267578125,303.9100036621094,307.760009765625,26404400,2023-05-02
1683120600,304.3999938964844,308.6099853515625,304.0899963378906,306.6199951171875,22360800,2023-05-03
1683207000,305.4100036621094,307.760009765625,303.3999938964844,306.239990234375,22519900,2023-05-04
1683293400,310.6499938964844,311.9700012207031,304.2699890136719,305.7200012207031,28197100,2023-05-05
1683552600,308.6499938964844,310.20001220703125,306.0899963378906,310.1300048828125,21318600,2023-05-08
1683639000,307.0,310.0400085449219,306.30999755859375,308.0,21340800,2023-05-09
1683725400,312.30999755859375,313.0,307.6700134277344,308.6199951171875,30078000,2023-05-10
1683811800,310.1099853515625,311.1199951171875,306.260009765625,310.1000061035156,31680200,2023-05-11
1683898200,308.9700012207031,310.6499938964844,306.6000061035156,310.54998779296875,19774700,2023-05-12
1684157400,309.4599914550781,309.8999938964844,307.5899963378906,309.1000061035156,16336500,2023-05-15
1684243800,311.739990234375,313.7099914550781,309.8299865722656,309.8299865722656,26730300,2023-05-16
1684330200,314.0,314.42999267578125,310.739990234375,312.2900085449219,24315000,2023-05-17
1684416600,318.5199890136719,319.0400085449219,313.7200012207031,314.5299987792969,27276000,2023-05-18
1684503000,318.3399963378906,318.75,316.3699951171875,316.739990234375,27546700,2023-05-19
1684762200,321.17999267578125,322.5899963378906,318.010009765625,318.6000061035156,24115700,2023-05-22
1684848600,315.260009765625,322.7200012207031,315.25,320.0299987792969,30797200,2023-05-23
1684935000,313.8500061035156,316.5,312.6099853515625,314.7300109863281,23384900,2023-05-24
1685021400,325.9200134277344,326.8999938964844,320.0,323.239990234375,43301700,2023-05-25
1685107800,332.8900146484375,333.3999938964844,323.8800048828125,324.0199890136719,36630600,2023-05-26
1685453400,331.2099914550781,335.739990234375,330.5199890136719,335.2300109863281,29503100,2023-05-30
1685539800,328.3900146484375,335.94000244140625,327.3299865722656,332.2900085449219,45950600,2023-05-31
1685626200,332.5799865722656,333.5299987792969,324.7200012207031,325.92999267578125,26773900,2023-06-01
1685712600,335.3999938964844,337.5,332.54998779296875,334.25,25873800,2023-06-02
1685971800,335.94000244140625,338.55999755859375,334.6600036621094,335.2200012207031,21307100,2023-06-05
1686058200,333.67999267578125,335.3699951171875,332.1700134277344,335.3299865722656,20396200,2023-06-06
1686144600,323.3800048828125,334.489990234375,322.5,331.6499938964844,40717100,2023-06-07
1686231000,325.260009765625,326.6400146484375,323.3500061035156,323.94000244140625,23277700,2023-06-08
1686317400,326.7900085449219,329.989990234375,324.4100036621094,324.989990234375,22529000,2023-06-09
1686576600,331.8500061035156,332.1000061035156,325.1600036621094,328.5799865722656,24260300,2023-06-12
1686663000,334.2900085449219,336.9800109863281,330.3900146484375,334.4700012207031,22951300,2023-06-13
1686749400,337.3399963378906,339.0400085449219,332.80999755859375,334.3399963378906,26003800,2023-06-14
1686835800,348.1000061035156,349.8399963378906,337.20001220703125,337.4800109863281,38899100,2023-06-15
1686922200,342.3299865722656,351.4700012207031,341.95001220703125,351.32000732421875,46552000,2023-06-16
1687267800,338.04998779296875,342.0799865722656,335.8599853515625,339.30999755859375,26375400,2023-06-20
1687354200,333.55999755859375,337.7300109863281,332.07000732421875,336.3699951171875,25117800,2023-06-21
1687440600,339.7099914550781,340.1199951171875,333.3399963378906,334.1199951171875,23556800,2023-06-22
1687527000,335.0199890136719,337.9599914550781,333.45001220703125,334.3599853515625,23146900,2023-06-23
1687786200,328.6000061035156,336.1099853515625,328.489990234375,333.7200012207031,21520600,2023-06-26
1687872600,334.57000732421875,336.1499938964844,329.29998779296875,331.8599853515625,24354100,2023-06-27
1687959000,335.8500061035156,337.9800109863281,333.80999755859375,334.6600036621094,20259500,2023-06-28
1688045400,335.04998779296875,336.1099853515625,332.6199951171875,334.7099914550781,16997000,2023-06-29
1688131800,340.5400085449219,342.7300109863281,337.20001220703125,337.75,26832800,2023-06-30
1688391000,337.989990234375,340.8999938964844,336.57000732421875,339.19000244140625,12508700,2023-07-03
1688563800,338.1499938964844,341.6499938964844,334.7300109863281,335.0899963378906,18172400,2023-07-05
1688650200,341.2699890136719,342.989990234375,335.5,337.29998779296875,28161200,2023-07-06
1688736600,337.2200012207031,341.7900085449219,337.0,339.32000732421875,21214800,2023-07-07
1688995800,331.8299865722656,335.2300109863281,327.5899963378906,334.6000061035156,32791400,2023-07-10
1689082200,332.4700012207031,332.8599853515625,327.0,331.05999755859375,26698200,2023-07-11
1689168600,337.20001220703125,341.6499938964844,335.6700134277344,336.6000061035156,29995300,2023-07-12
1689255000,342.6600036621094,343.739990234375,339.0199890136719,339.55999755859375,20567200,2023-07-13
1689341400,345.239990234375,351.42999267578125,344.30999755859375,347.5899963378906,28352700,2023-07-14
1689600600,345.7300109863281,346.989990234375,342.20001220703125,345.67999267578125,20363900,2023-07-17
1689687000,359.489990234375,366.7799987792969,342.1700134277344,345.8299865722656,64738600,2023-07-18
1689773400,355.0799865722656,362.4599914550781,352.44000244140625,361.75,39732900,2023-07-19
1689859800,346.8699951171875,357.9700012207031,345.3699951171875,353.57000732421875,33778400,2023-07-20
1689946200,343.7699890136719,350.29998779296875,339.8299865722656,349.1499938964844,69405400,2023-07-21
1690205400,345.1099853515625,346.9200134277344,342.30999755859375,345.8500061035156,26678100,2023-07-24
1690291800,350.9800109863281,351.8900146484375,345.07000732421875,347.1099853515625,41637700,2023-07-25
1690378200,337.7699890136719,344.6700134277344,333.1099853515625,341.44000244140625,58383700,2023-07-26
1690464600,330.7200012207031,341.3299865722656,329.04998779296875,340.4800109863281,39635300,2023-07-27
1690551000,338.3699951171875,340.010009765625,333.1700134277344,333.6700134277344,28484900,2023-07-28
1690810200,335.9200134277344,337.70001220703125,333.3599853515625,336.9200134277344,25446000,2023-07-31
1690896600,336.3399963378906,338.5400085449219,333.70001220703125,335.19000244140625,18311900,2023-08-01
1690983000,327.5,333.6300048828125,326.3599853515625,333.6300048828125,27761300,2023-08-02
1691069400,326.6600036621094,329.8800048828125,325.95001220703125,326.0,18253700,2023-08-03
1691155800,327.7799987792969,335.1400146484375,327.239990234375,331.8800048828125,23741500,2023-08-04
1691415000,330.1099853515625,331.1099853515625,327.5199890136719,328.3699951171875,17741500,2023-08-07
1691501400,326.04998779296875,328.75,323.0,326.9599914550781,22327600,2023-08-08
1691587800,322.2300109863281,327.1099853515625,321.04998779296875,326.4700012207031,22373300,2023-08-09
1691674200,322.92999267578125,328.260009765625,321.17999267578125,326.0199890136719,20113700,2023-08-10
1691760600,321.010009765625,322.4100036621094,319.2099914550781,320.260009765625,24355500,2023-08-11
1692019800,324.0400085449219,324.05999755859375,320.0799865722656,321.3900146484375,18836100,2023-08-14
1692106200,321.8599853515625,325.0899963378906,320.8999938964844,323.0,16966300,2023-08-15
1692192600,320.3999938964844,324.4200134277344,319.79998779296875,320.79998779296875,20698900,2023-08-16
1692279000,316.8800048828125,321.8699951171875,316.2099914550781,320.5400085449219,21257200,2023-08-17
1692365400,316.4800109863281,318.3800048828125,311.54998779296875,314.489990234375,24755000,2023-08-18
1692624600,321.8800048828125,322.7699890136719,317.0400085449219,317.92999267578125,24040000,2023-08-21
1692711000,322.4599914550781,326.0799865722656,321.4599914550781,325.5,16084600,2023-08-22
1692797400,327.0,329.20001220703125,323.4599914550781,323.82000732421875,21166400,2023-08-23
1692883800,319.9700012207031,332.9800109863281,319.9599914550781,332.8500061035156,23281400,2023-08-24
1692970200,322.9800109863281,325.3599853515625,318.79998779296875,321.4700012207031,21684100,2023-08-25
1693229400,323.70001220703125,326.1499938964844,321.7200012207031,325.6600036621094,14808500,2023-08-28
1693315800,328.4100036621094,328.9800109863281,321.8800048828125,321.8800048828125,19284600,2023-08-29
